,body,clusters_0,sentiment_positive_score,sentiment_negative_score,sentiment_combined_score,sentiment_summary,published_date,post_type,total_engagement,comments,shares,likes,author_gender,followers
389,"If the Lib Dem leader struggled to raise a child with severe disabilities on his MP salary of £80k, how does he expect anyone else to manage? Let's not forget that this man voted for the bedroom tax, which penalised lowincome families with disabilities. Criminally out of touch",Low Income Families,3.019653497,2.307992848,-0.077809751,neutral,2021-11-08,Reposts,0,0,0,0,Male,771
390,"We need to think about carehomes. More often than not, Edwardian buildings that are unfit for purpose or ugly modern brutalist architecture. Almost always staffed by people on shamefully low salaries. No one who isn’t vulnerable and has a choice would choose to live in them.",Leaseholding,1.318853056,3.687416069,-1.374737089,negative,2021-06-04,Reposts,0,0,0,0,Unknown,401
391,"Indian government seriously hurt over all the support on social media towards the farmersprotest so they make a pathetic statement. There paid Bollywood puppets help spread their false narratives & propaganda against the farmers. kisanektazindabad istandwithfarmers kisaan ,",Social Care,1.706160178,6.012252296,-1.606127691,negative,2021-02-03,Reposts,0,0,0,0,Unknown,302
376,"around 40% of UC recipients are IN WORK but on such low wages or nil hours contracts that they cannot afford to put food on the table even with both adults working. Many are working flat out just to stand still. This Tory ""poor people are lazy"" dogma disgusts me.",Poor People,1.538661899,4.655101184,-1.453624096,negative,2021-08-27,Reposts,0,0,0,0,Male,5437
375,"“Low pay is the scourge of the bus industry. It is unacceptable that yet again workers are expected to carry the load. Unite will be relentless in its campaign to ensure that our members at , receive a fair pay increase.” , , ,",Long Hours,4.196485707,4.301985414,-0.371402792,negative,2021-10-01,Reposts,0,0,0,0,Unknown,5990
374,"“The poorest fifth of households will see their income rise by 20 percent; a family of four with one working and one unemployed parent will receive $12,460 in benefits. Child poverty will be cut in half.” Quiet but revolutionary: That’s , ,",Low Income Families,4.148538695,2.944297162,-0.003687574,neutral,2021-03-14,Reposts,0,0,0,0,Unknown,7467
373,"The v well off parents of one of my peers who was an absolute menace in the Holylands back in my time, were lead objectors to social housing being built near them in S Down because of antisocial behaviour worries. Low income communities wouldn’t get away we 1/2 what their son did",Low Income Families,2.891547309,4.349932426,-0.754942141,negative,2021-09-13,Reposts,0,0,0,0,Female,21939
329,"Tories will bring in a clapped out NHS for people who can't pay.Poor out of date equipment,and bargan basement procedures.Waiting lists like we have now.Private Hospitals will be new and very expensive.That's post Brexit dream.The State will no longer finance an excellent NHS.",State Pension,5.453477093,1.538661899,0.918766672,positive,2021-02-15,Reposts,0,0,0,0,Unknown,99
331,"Poor day laborers, paid by the military dictatorship, march to Rangoon Central Station posing as supporters of the military. People in the area protested with iron cans. The fake protesters are attacking the people with the slingshots they brought with them. Feb25Coup ,",Government Support,1.490714887,5.75556769,-1.697485476,negative,2021-02-25,Reposts,0,0,0,0,Unknown,98
332,"It’s an outrage that for years the poorest in society have paid to maintain London’s roads through tube and bus fares despite being least likely to own a car. A boundarycharge could be a bold step in addressing this injustice but devil in detail ,",Poor People,1.118036165,5.370902215,-1.915995773,negative,2020-12-11,Reposts,0,0,0,0,Male,85
337,", Who was responsible for those 10 years of flat growth? Also paying a few select groups loads of money because we're in a crisis doesn't help the vast majority who will still have poor pay, rising taxes and inflation.",Wage Growth,4.196485707,3.297412932,-0.105464353,neutral,2021-10-04,Reposts,0,0,0,0,Unknown,72
338,Louis Kept the ticket prices for his tour low cos he wanted all fans from all economic backgrounds to be able to go. He refuses to do paid m&gs because he Knows only rich fans would be able to afford that. And now he is giving away Free concert tickets. Truly we dont deserve him.,Rich People,5.471463284,1.18766636,1.180982161,positive,2021-07-30,Reposts,0,0,0,0,Unknown,72
343,25% of OAPs have net assets of more than £1m (ONS). Among those paying for their care will be millions who cannot afford to buy a house. Screw the working poor. Same old Tories,Poor People,6.294728561,2.765745984,0.475828562,positive,2021-09-08,Reposts,0,0,0,0,Male,56
349,"Tories forcing us to be ‘mortgage prisoners’! It’s just another way to keep us compliant and in bondage! We are milked by capitalists as modern day slaving opportunities via poor employment options and wages, versus exploitative mortgages! ,",Poor Pay,3.412320356,5.277455326,-0.78262511,negative,2021-04-26,Reposts,0,0,0,0,Male,40
392,"Isn’t it odd. 2 , MSPs, whilst saying that capital growth is a bad thing, are more than willing to pocket an extra £30k per year each, boosting their salaries to £94,821 (more than 3 times the typical full time salary in Scotland) to feather their own nests. Pure hypocrisy.",Poor Pay,3.596987749,3.728513508,-0.382486462,negative,2021-09-01,Reposts,0,0,0,0,Male,140
358,"A US company that betrays UK jobs, pays no corp. tax, & poisons & scams doesn't deserve our money after making a deal with the Glazer family. Bad owners gravitate towards each other. , $MANU $MDLZ NotAPennyMore ,",State Pension,1.846394278,7.198086398,-1.707154104,negative,2021-06-23,Reposts,0,0,0,0,Unknown,12
366,"Sunak steals my rhetoric but no substance. Working people hit by income tax rise as thresholds frozen, council tax rise, pay freeze for public sector workers, cliff edge cut in Universal Credit in months, nothing for disabled on legacy benefits and over 2 million still excluded.",Public Sector Pay,2.478469122,3.810708386,-0.77674761,negative,2021-03-03,Reposts,0,0,0,0,Male,126279
367,➡️ 4 million kids in poverty ➡️ Social care crisis ➡️ NHS staff realterm pay cut ➡️ Public sector pay freeze ➡️ Sick pay too low for people to selfisolate ➡️ Soaring unemployment ➡️ Record foodbank use GOVERNMENT CONCLUSION Buy more nuclear weapons,Social Care,1.846394278,7.021754057,-1.682351944,negative,2021-03-22,Reposts,0,0,0,0,Unknown,7836
368,"The Budget must take the pressure off working people. With costs growing and inflation rising, Labour would cut VAT on domestic energy bills immediately for 6 months. Unlike the Tories, we wouldn’t hike taxes on working people and we'd ensure online giants pay their fair share.",Cost of Living,1.734928385,1.795346505,-0.380805496,neutral,2021-10-27,Reposts,0,0,0,0,Unknown,6950
369,"Removing the £20 benefits ‘uplift’ will mean a further 1.2 million people will fall into relative poverty (defined as those in a household with less than 60% of median income), 400,000 of whom are children. Tories continue plundering the economy while dehumanising the poorest.",Mental Health,3.14736428,3.26244932,-0.382486462,negative,2021-02-09,Reposts,0,0,0,0,Unknown,9654
370,"Expensive vanity at the cost of taxpayers from a PM threatening to take £20 a week from 6m poorer families and freezing wages of Covid heroes ,",Cost of Living,2.23607233,6.668739675,-1.439283575,negative,2021-02-10,Reposts,0,0,0,0,Female,1081
371,"For the last 40 years successive UK governments have implemented right wing economic policy. It has proved disastrous for the economy and society. Debt, poverty and inequality are all at record levels. Economic growth and wages have stagnated while living costs have increased.",State Pension,2.132700223,4.280715508,-1.043304874,negative,2021-08-10,Reposts,0,0,0,0,Unknown,1821
372,"Government under pressure to change the rules on who pays for putting right the cladding scandal caused by inadequate laws, poor controls, and builders ignoring what rules there were. ,",Poor Pay,1.788857864,5.33499174,-1.439283575,negative,2021-07-14,Reposts,0,0,0,0,Male,1110
365,All inflation does is worsen the inequality gap. It transfers value from those who save & have low incomes to those who own valuable assets or own the newly created money (banks and governments),Rich People,5.093319263,3.47562018,0.03558321,neutral,2021-09-06,Reposts,0,0,0,0,Unknown,1
393,"The government allows you to gamble in casinos, on sports, horse races, and to buy unlimited lottery tickets. But they don’t let the middle and lower income brackets invest in early stage startups, ie. the most lucrative time to invest. Crypto allows this, and they hate it.",Low Income Families,4.797701254,2.523683282,0.295843853,neutral,2021-10-06,Reposts,0,0,0,0,Unknown,107
424,"Hearing loss is often a hidden disability. We recently helped a client, sort out her PIP award. Worried about losing her income she needed face to face support because she has a hearing disability. Thanks to our advocate's intervention she has got an increased award. charity ,",Mental Health,4.601504352,2.899954951,0.11511449,neutral,2021-06-12,Reposts,0,0,0,0,Unknown,104660
425,"“Firms with more market power are more likely to increase prices, depress wages, and avoid taxes. But this also translates into political power, meaning firms are able to shape the very rules they’re expected to follow.” , on how corporations dominate the economy.",Income Tax,0.923197139,2.66749587,-1.407626228,negative,2021-07-06,Reposts,0,0,0,0,Unknown,70773
455,"Once enough of our NHS is handed over to US healthcare companies YOU will have to have 1. Comprehensive Insurance 2. Loads of money 3. Excellent health I write about the 1860s ~ the poor died like flies, in agony, from curable illnesses. The rich paid for treatment BorisOut ,",National Insurance,4.674408937,2.523683282,0.26980968,neutral,2021-05-12,Reposts,0,0,0,0,Male,1982
457,"Important to understand that rents rise much faster than the average wage, not just the minimum wage fiat. / Rising rents will eventually lead to financial collapse and social chaos. Spoiler alert: Capitalists know this, but as they are insulated from consequence, don't care.",Social Care,2.262839288,3.358162075,-0.741347066,negative,2021-02-25,Reposts,0,0,0,0,Male,1850
